	610	-0.08	-0.69	-0.21
	660	-0.02	-0.73	-0.34
	710	0.04	-0.78	-0.48
	760	0.10	-0.82	-0.61
	811	0.15	-0.85	-0.73
	861	0.21	-0.89	-0.85
	911	0.27	-0.93	-0.96
	961	0.32	-0.96	-1.07
	1011	0.38	-1.00	-1.18
	1061	0.45	-1.02	-1.28
	1111	0.50	-1.06	-1.37
	1161	0.56	-1.08	-1.46
	1211	0.62	-1.11	-1.55
	1261	0.67	-1.13	-1.64
	1311	0.73	-1.15	-1.71
	1361	0.79	-1.18	-1.79
	1412	0.85	-1.20	-1.87
	1462	0.91	-1.22	-1.94
	1512	0.97	-1.24	-2.01
	1561	1.02	-1.26	-2.08
	1611	1.08	-1.28	-2.15
	1661	1.14	-1.30	-2.21
	1712	1.20	-1.31	-2.27
	1762	1.26	-1.33	-2.32
	1812	1.32	-1.34	-2.37
	1862	1.37	-1.36	-2.42
	1912	1.44	-1.38	-2.47
	1963	1.49	-1.39	-2.51
	2012	1.55	-1.40	-2.54
	2062	1.61	-1.41	-2.59
	2112	1.66	-1.42	-2.63
	2162	1.72	-1.43	-2.67
	2212	1.78	-1.44	-2.71
	2263	1.83	-1.45	-2.76
	2313	1.89	-1.46	-2.79
	2363	1.95	-1.47	-2.82
	2413	2.01	-1.47	-2.83
	2463	2.07	-1.48	-2.88
	2512	2.12	-1.49	-2.92
	2563	2.17	-1.50	-2.95
	2613	2.24	-1.50	-2.98
	2663	2.33	-1.51	-3.02
	2713	2.45	-1.48	-3.10
	2763	2.73	-1.41	-3.25
	2813	3.02	-1.45	-3.41
	2864	3.14	-1.45	-3.65
	2914	3.27	-1.38	-3.85
	2963	3.44	-1.36	-4.01
	3013	3.56	-1.38	-4.17
	3063	3.45	-1.38	-4.28
	3113	3.51	-1.38	-4.40
	3164	3.53	-1.42	-4.45
	3214	3.50	-1.41	-4.47
	3264	3.50	-1.35	-4.47
	3314	3.50	-1.38	-4.42
	3364	3.51	-1.34	-4.40
	3414	3.49	-1.35	-4.35
	3464	3.44	-1.33	-4.27
	3514	3.51	-1.31	-4.16
	3564	3.59	-1.27	-4.06
	3614	3.71	-1.28	-3.97
	3664	3.77	-1.30	-3.86
	3715	3.91	-1.30	-3.74
	3765	4.04	-1.28	-3.60
	3815	4.11	-1.28	-3.46
	3864	4.14	-1.30	-3.26
	3914	4.13	-1.30	-3.15
	3964	4.13	-1.31	-2.99
	4015	4.01	-1.33	-2.78
	4065	3.98	-1.34	-2.45
	4115	4.05	-1.34	-2.22
