	560	-0.16	-2.58	0.61
	610	-0.09	-2.62	0.45
	660	-0.04	-2.66	0.30
	710	0.03	-2.70	0.17
	760	0.10	-2.73	0.03
	809	0.16	-2.78	-0.10
	860	0.22	-2.81	-0.23
	910	0.29	-2.84	-0.35
	960	0.35	-2.87	-0.46
	1010	0.41	-2.90	-0.58
	1060	0.48	-2.93	-0.68
	1111	0.55	-2.96	-0.79
	1161	0.60	-2.98	-0.89
	1211	0.67	-3.01	-0.98
	1260	0.74	-3.03	-1.08
	1310	0.80	-3.05	-1.16
	1360	0.87	-3.07	-1.25
	1411	0.93	-3.10	-1.33
	1461	1.00	-3.11	-1.41
	1511	1.06	-3.13	-1.48
	1561	1.12	-3.15	-1.56
	1611	1.19	-3.17	-1.63
	1661	1.25	-3.18	-1.69
	1712	1.32	-3.20	-1.76
	1761	1.37	-3.21	-1.82
	1811	1.44	-3.22	-1.88
	1861	1.50	-3.23	-1.94
	1911	1.57	-3.24	-2.00
	1961	1.63	-3.26	-2.05
	2012	1.70	-3.26	-2.10
	2062	1.76	-3.28	-2.15
	2112	1.83	-3.29	-2.19
	2162	1.88	-3.30	-2.24
	2211	1.95	-3.31	-2.28
	2262	2.02	-3.31	-2.32
	2312	2.08	-3.32	-2.36
	2362	2.15	-3.33	-2.39
	2412	2.21	-3.33	-2.43
	2462	2.28	-3.34	-2.46
	2512	2.34	-3.35	-2.50
	2563	2.41	-3.35	-2.54
	2613	2.47	-3.36	-2.57
	2662	2.53	-3.36	-2.61
	2712	2.59	-3.37	-2.63
	2762	2.65	-3.38	-2.66
	2812	2.72	-3.39	-2.68
	2863	2.78	-3.40	-2.71
	2913	2.85	-3.41	-2.73
	2963	2.91	-3.42	-2.75
	3013	2.97	-3.42	-2.78
	3063	3.04	-3.43	-2.80
	3113	3.10	-3.42	-2.82
	3163	3.17	-3.41	-2.85
	3213	3.24	-3.41	-2.88
	3263	3.30	-3.40	-2.92
	3313	3.37	-3.40	-2.95
	3363	3.43	-3.40	-2.97
	3414	3.49	-3.40	-3.00
	3464	3.56	-3.41	-3.01
	3514	3.63	-3.42	-3.03
	3564	3.69	-3.41	-3.06
	3613	3.75	-3.41	-3.08
	3663	3.82	-3.40	-3.10
	3714	3.87	-3.40	-3.12
	3764	3.94	-3.39	-3.13
	3814	4.01	-3.39	-3.15
	3864	4.07	-3.38	-3.17
	3914	4.13	-3.38	-3.18
	3964	4.20	-3.38	-3.21
	4015	4.26	-3.37	-3.22
	4064	4.32	-3.37	-3.24
	4114	4.39	-3.36	-3.25
	4164	4.45	-3.35	-3.26
	4214	4.51	-3.36	-3.27
	4264	4.58	-3.36	-3.27
	4315	4.63	-3.38	-3.27
	4365	4.69	-3.38	-3.27
	4415	4.75	-3.37	-3.29
	4465	4.82	-3.38	-3.29
	4515	4.88	-3.38	-3.30
	4564	4.94	-3.37	-3.32
	4615	5.01	-3.37	-3.33
	4665	5.07	-3.38	-3.34
	4715	5.13	-3.37	-3.34
	4765	5.20	-3.37	-3.35
	4815	5.26	-3.36	-3.38
	4866	5.37	-3.34	-3.42
	4916	5.49	-3.34	-3.48
	4966	5.59	-3.35	-3.49
	5015	5.63	-3.36	-3.49
	5065	5.62	-3.36	-3.50
	5115	5.57	-3.37	-3.51
	5166	5.50	-3.36	-3.52
	5216	5.38	-3.36	-3.52
	5266	5.25	-3.35	-3.54
	5316	5.13	-3.34	-3.57
	5366	5.08	-3.34	-3.60
	5416	5.12	-3.33	-3.64
	5466	5.14	-3.34	-3.70
	5516	5.17	-3.34	-3.74
	5566	5.26	-3.34	-3.79
	5616	5.39	-3.33	-3.85
	5666	5.48	-3.31	-3.89
	5716	5.52	-3.34	-3.90
	5767	5.51	-3.34	-3.89
	5817	5.56	-3.36	-3.88
	5867	5.62	-3.38	-3.89
	5917	5.65	-3.38	-3.89
	5966	5.67	-3.41	-3.92
	6017	5.72	-3.41	-3.95
	6067	5.71	-3.39	-3.97
	6117	5.72	-3.39	-4.02
	6167	5.85	-3.36	-4.07
	6217	6.04	-3.36	-4.11
	6267	6.23	-3.33	-4.17
	6318	6.42	-3.30	-4.24
	6368	6.55	-3.32	-4.28
	6417	6.70	-3.28	-4.28
	6467	6.86	-3.28	-4.28
	6517	7.05	-3.29	-4.23
	6567	7.13	-3.29	-4.17
	6618	7.33	-3.24	-4.11
	6668	7.61	-3.24	-4.11
	6718	7.86	-3.24	-4.10
	6768	7.99	-3.22	-4.09
	6818	8.11	-3.21	-4.06
	6867	8.31	-3.20	-4.04
	6918	8.48	-3.19	-4.00
	6968	8.69	-3.19	-3.99
	7018	8.83	-3.20	-4.01
	7068	8.96	-3.20	-3.99
	7118	9.08	-3.17	-3.97
	7169	9.19	-3.16	-3.95
	7219	9.06	-3.12	-3.90
	7269	8.93	-3.13	-3.89
	7319	9.00	-3.14	-3.88
	7368	9.12	-3.12	-3.87
	7418	9.31	-3.11	-3.88
	7469	9.54	-3.10	-3.91
	7519	9.77	-3.08	-3.96
	7569	10.00	-3.05	-4.00
	7619	10.18	-3.05	-4.02
	7669	10.32	-3.02	-4.01
	7719	10.42	-2.99	-3.98
	7770	10.50	-2.96	-3.95
	7819	10.53	-2.94	-3.92
	7869	10.53	-2.94	-3.90
