	565	-19	14	177
	615	-12	-10	531
	665	-1	-24	604
	714	1	-48	623
	764	12	-71	623
	815	28	-90	633
	865	34	-110	627
	915	39	-129	627
	965	43	-150	624
	1015	56	-165	618
	1065	52	-179	626
	1116	61	-199	635
	1166	61	-205	619
	1216	69	-221	632
	1265	79	-232	631
	1315	89	-249	624
	1366	88	-262	622
	1416	99	-268	629
	1466	97	-274	635
	1516	102	-287	632
	1566	103	-301	625
	1616	112	-309	624
	1667	109	-315	628
	1716	118	-337	630
	1766	121	-343	637
	1816	125	-353	632
	1866	124	-361	641
	1916	129	-365	635
	1967	138	-369	636
	2017	138	-379	637
	2067	141	-394	630
	2117	142	-387	628
	2166	141	-394	636
	2216	149	-403	637
	2267	146	-408	633
	2317	145	-409	646
	2367	162	-418	629
	2417	156	-421	636
	2467	164	-425	621
	2518	155	-439	639
	2568	163	-440	630
	2618	175	-436	629
	2667	170	-443	637
	2717	165	-452	632
	2767	175	-449	629
	2818	169	-445	642
	2868	179	-461	629
	2918	178	-459	630
	2968	171	-468	634
	3018	174	-467	629
	3068	176	-462	632
	3118	187	-462	632
	3168	185	-464	636
	3218	181	-473	633
	3268	175	-482	643
	3318	190	-485	629
	3368	185	-430	634
	3419	296	-157	644
	3469	269	-24	634
	3519	333	-47	617
	3568	236	-208	622
	3618	222	-286	633
	3668	207	-336	632
	3719	77	-416	633
	3769	159	-379	640
	3819	-84	-541	648
	3869	218	-521	645
	3919	55	-458	641
	3970	177	-430	646
	4019	213	-282	640
	4069	134	-304	641
	4119	146	-447	640
	4169	246	-488	631
	4219	233	-581	649
	4270	156	-440	634
	4320	289	-421	633
	4370	118	-491	649
	4420	187	-549	641
	4469	238	-709	635
	4519	158	-697	646
	4570	221	-673	653
	4620	98	-692	635
	4670	147	-812	651
	4720	226	-698	631
	4770	153	-573	650
	4820	194	-403	650
	4871	55	-229	660
	4921	141	-119	633
	4970	253	-186	621
	5020	370	-338	629
	5070	182	-475	646
	5121	205	-698	652
	5171	146	-713	638
	5221	140	-725	648
	5271	105	-695	664
	5321	96	-576	637
	5371	143	-638	657
	5422	138	-741	679
	5471	95	-817	665
	5521	68	-894	648
	5571	20	-829	644
	5621	102	-787	643
	5671	54	-534	652
	5722	-24	-328	634
	5772	182	-328	630
	5822	53	-294	625
	5872	175	-472	656
	5921	247	-554	616
	5971	35	-1125	646
	6022	378	-1308	647
	6072	370	-1001	629
	6122	449	-857	691
	6172	4	-901	509
	6222	62	-820	653
	6273	-142	-1035	652
	6323	51	-630	656
	6372	161	-447	618
	6422	106	-314	1114
	6472	162	-404	700
	6522	341	-559	751
	6573	291	-471	713
	6623	267	-427	740
	6673	153	-338	659
	6723	-69	-331	605
	6773	-255	-302	636
	6823	-116	-222	659
	6873	219	-508	631
	6923	168	-290	585
	6973	309	-472	646
	7023	298	-649	644
	7073	298	-510	670
	7123	311	-436	612
	7174	-56	-406	648
	7224	-177	-560	663
	7274	-94	-697	634
	7323	-63	-766	651
	7373	-311	-669	642
	7424	-177	-621	662
	7474	11	-460	655
	7524	297	-348	637
	7574	928	230	563
	7624	563	296	610
	7674	20	121	693
	7725	48	-129	508
	7775	482	-368	700
	7824	-100	-770	716
	7874	-134	-85	688
	7924	-738	-599	635
	7974	-269	-426	653
	8025	162	-374	444
	8075	118	-227	553
	8125	128	-252	555
	8175	80	-331	564
	8225	84	-281	671
	8274	145	-119	624
	8325	271	9	648
	8375	378	-39	626
	8425	44	-206	639
	8475	-198	-155	612
	8525	61	-168	612
	8576	50	-29	647
	8626	136	-71	627
	8676	275	-37	659
	8725	4	-50	645
	8775	105	-419	648
	8825	-64	-376	615
	8876	-20	-539	671
	8926	-239	-462	560
	8976	133	-635	649
	9026	222	-408	700
	9076	392	-317	682
	9126	188	-453	566
	9176	113	-514	646
	9226	79	-592	627
	9276	317	-872	653
	9326	307	-853	634
	9376	203	-752	637
	9426	101	-585	633
	9477	211	-532	634
	9527	179	-381	628
	9577	184	-440	623
	9627	83	-420	655
	9676	48	-420	629
	9726	-25	-672	627
	9777	1	-877	621
	9827	111	-855	619
	9877	59	-1002	625
	9927	80	-721	623
	9977	140	-377	627
	10028	237	-1022	648
	10078	100	-1504	875
	10128	232	-720	777
	10177	169	-453	677
	10227	212	-449	622
	10277	181	-431	617
	10328	173	-428	627
	10378	170	-425	627
	10428	180	-439	619
	10478	182	-446	625
	10528	180	-435	633
	10578	203	-445	675
	10629	184	-438	644
	10678	188	-457	614
	10728	112	-507	599
	10778	9	-424	617
	10828	236	-537	642
	10878	-229	-206	603
	10929	-144	-95	621
	10979	148	-637	637
	11029	298	-519	660
	11079	202	-401	623
	11128	-29	-383	631
	11179	107	-433	613
	11229	123	-242	608
	11279	-215	-212	605
	11329	-186	-118	616
	11379	-119	-133	637
	11429	171	-761	626
	11480	-791	-1234	611
