	558	1.00	-0.00	-0.02	0.00
	608	1.00	-0.00	-0.02	0.00
	658	1.00	0.00	-0.02	0.00
	708	1.00	0.00	-0.02	-0.00
	758	1.00	0.00	-0.02	-0.00
	808	1.00	0.00	-0.02	-0.00
	859	1.00	0.01	-0.02	-0.00
	908	1.00	0.01	-0.02	-0.00
	958	1.00	0.01	-0.02	-0.00
	1008	1.00	0.01	-0.02	-0.00
	1058	1.00	0.01	-0.02	-0.00
	1108	1.00	0.01	-0.02	-0.00
	1159	1.00	0.01	-0.02	-0.00
	1209	1.00	0.01	-0.01	-0.00
	1259	1.00	0.01	-0.01	-0.01
	1309	1.00	0.01	-0.01	-0.01
	1358	1.00	0.01	-0.01	-0.01
	1409	1.00	0.01	-0.01	-0.01
	1459	1.00	0.02	-0.01	-0.01
	1509	1.00	0.02	-0.01	-0.01
	1559	1.00	0.02	-0.01	-0.01
	1609	1.00	0.02	-0.01	-0.01
	1659	1.00	0.02	-0.01	-0.01
	1710	1.00	0.02	-0.01	-0.01
	1760	1.00	0.02	-0.01	-0.01
	1809	1.00	0.02	-0.01	-0.01
	1859	1.00	0.02	-0.01	-0.01
	1909	1.00	0.02	-0.01	-0.01
	1959	1.00	0.02	-0.01	-0.01
	2010	1.00	0.02	-0.01	-0.01
	2060	1.00	0.02	-0.01	-0.01
	2110	1.00	0.02	-0.01	-0.01
	2160	1.00	0.02	-0.01	-0.01
	2210	1.00	0.02	-0.01	-0.01
	2259	1.00	0.02	-0.01	-0.01
	2310	1.00	0.02	-0.01	-0.01
	2360	1.00	0.02	-0.01	-0.02
	2410	1.00	0.02	-0.01	-0.02
	2460	1.00	0.02	-0.01	-0.02
	2510	1.00	0.02	-0.01	-0.02
	2561	1.00	0.02	-0.01	-0.02
	2611	1.00	0.02	-0.01	-0.02
	2661	1.00	0.03	-0.01	-0.02
	2711	1.00	0.03	-0.01	-0.02
	2760	1.00	0.03	-0.01	-0.02
	2810	1.00	0.03	-0.01	-0.02
	2861	1.00	0.03	-0.01	-0.02
	2911	1.00	0.03	-0.01	-0.02
	2961	1.00	0.03	-0.01	-0.02
	3011	1.00	0.03	-0.01	-0.02
	3061	1.00	0.03	-0.01	-0.02
	3111	1.00	0.03	-0.01	-0.02
	3162	1.00	0.03	-0.01	-0.02
	3211	1.00	0.03	-0.01	-0.02
	3261	1.00	0.03	-0.01	-0.02
	3311	1.00	0.03	-0.01	-0.02
	3361	1.00	0.03	-0.01	-0.02
	3411	1.00	0.03	-0.01	-0.02
	3462	1.00	0.03	-0.01	-0.03
	3512	1.00	0.03	-0.01	-0.03
	3562	1.00	0.03	-0.01	-0.03
	3612	1.00	0.03	-0.01	-0.03
	3661	1.00	0.03	-0.01	-0.03
	3712	1.00	0.03	-0.01	-0.03
	3762	1.00	0.03	-0.01	-0.03
	3812	1.00	0.03	-0.01	-0.03
	3862	1.00	0.03	-0.01	-0.03
	3912	1.00	0.03	-0.01	-0.02
	3962	1.00	0.03	-0.01	-0.02
	4013	1.00	0.03	-0.01	-0.02
	4063	1.00	0.03	-0.01	-0.02
	4113	1.00	0.03	-0.01	-0.01
	4162	1.00	0.03	-0.01	-0.01
	4212	1.00	0.03	-0.01	-0.01
	4262	1.00	0.03	-0.01	-0.01
	4313	1.00	0.03	-0.01	-0.00
	4363	1.00	0.03	-0.01	-0.00
	4413	1.00	0.03	-0.01	-0.00
	4463	1.00	0.03	-0.01	0.00
	4513	1.00	0.03	-0.01	0.00
	4563	1.00	0.03	-0.01	0.01
	4613	1.00	0.03	-0.01	0.01
	4663	1.00	0.03	-0.01	0.01
	4713	1.00	0.03	-0.01	0.01
	4763	1.00	0.03	-0.01	0.01
	4813	1.00	0.03	-0.01	0.01
	4864	1.00	0.03	-0.01	0.01
	4914	1.00	0.03	-0.01	0.01
	4964	1.00	0.04	-0.01	0.01
	5014	1.00	0.04	-0.01	0.02
	5063	1.00	0.04	-0.01	0.02
	5113	1.00	0.04	-0.01	0.02
	5164	1.00	0.04	-0.01	0.03
	5214	1.00	0.04	-0.01	0.03
	5264	1.00	0.03	-0.01	0.03
	5314	1.00	0.03	-0.01	0.04
	5364	1.00	0.03	-0.01	0.04
	5414	1.00	0.03	-0.01	0.05
	5465	1.00	0.03	-0.01	0.05
	5514	1.00	0.03	-0.01	0.05
	5564	1.00	0.03	-0.01	0.05
	5614	1.00	0.03	-0.01	0.05
	5664	1.00	0.03	-0.01	0.05
	5714	1.00	0.03	-0.01	0.05
	5765	1.00	0.03	-0.01	0.06
	5815	1.00	0.03	-0.01	0.06
	5865	1.00	0.03	-0.01	0.07
	5915	1.00	0.03	-0.01	0.08
	5965	1.00	0.03	-0.01	0.08
	6014	1.00	0.03	-0.01	0.09
	6065	1.00	0.03	-0.01	0.09
	6115	1.00	0.03	-0.01	0.09
	6165	1.00	0.03	-0.01	0.08
	6215	1.00	0.03	-0.01	0.07
	6265	1.00	0.03	-0.01	0.07
	6316	1.00	0.03	-0.01	0.07
	6366	1.00	0.03	-0.01	0.07
	6416	1.00	0.02	-0.01	0.07
	6465	1.00	0.02	-0.01	0.07
	6515	1.00	0.02	-0.01	0.07
	6565	1.00	0.03	-0.00	0.07
	6616	1.00	0.03	-0.00	0.07
	6666	1.00	0.03	-0.00	0.07
	6716	1.00	0.03	-0.00	0.08
	6766	1.00	0.03	-0.00	0.09
	6816	0.99	0.03	-0.00	0.11
	6866	0.99	0.03	-0.00	0.13
	6916	0.99	0.03	-0.01	0.16
	6966	0.98	0.03	-0.01	0.20
	7016	0.97	0.03	-0.01	0.24
	7066	0.96	0.03	-0.01	0.28
	7116	0.95	0.03	-0.01	0.32
	7166	0.94	0.03	-0.01	0.35
	7217	0.92	0.03	-0.01	0.38
	7267	0.91	0.03	-0.01	0.41
	7317	0.90	0.03	-0.01	0.44
	7367	0.88	0.03	-0.01	0.47
	7416	0.87	0.03	-0.01	0.50
	7467	0.85	0.03	-0.01	0.53
	7517	0.83	0.03	-0.01	0.55
	7567	0.82	0.03	-0.01	0.58
	7617	0.81	0.04	-0.01	0.59
	7667	0.80	0.04	-0.01	0.60
	7717	0.79	0.04	-0.01	0.62
	7768	0.77	0.03	-0.01	0.64
	7818	0.75	0.03	-0.01	0.66
	7867	0.73	0.03	-0.00	0.68
	7917	0.73	0.03	-0.00	0.68
	7967	0.73	0.03	-0.00	0.68
	8017	0.73	0.03	0.00	0.68
	8068	0.73	0.03	0.01	0.68
	8118	0.73	0.02	0.01	0.68
	8168	0.73	0.02	0.01	0.68
	8218	0.73	0.02	0.01	0.68
	8268	0.73	0.02	0.01	0.68
	8317	0.74	0.02	0.01	0.68
	8368	0.74	0.02	0.01	0.67
	8418	0.75	0.02	0.01	0.66
	8468	0.75	0.02	0.01	0.66
	8518	0.75	0.02	0.02	0.66
	8568	0.75	0.02	0.02	0.66
	8619	0.75	0.02	0.02	0.66
